,Unnamed: 0_x,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Unnamed: 0_y,mean_duration,mean_distance,predicted_fare,tip_percent,generous,day,am_rush,daytime,pm_rush,nighttime,month
165,24037637,2,2017-03-22 22:55:41,2017-03-22 23:18:02,1,4.31,1,N,79,263,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,165,17.704166666666666,4.4775,16.860325895372007,0.2,1,wednesday,0,0,0,1,mar
167,83555638,2,2017-10-05 00:02:28,2017-10-05 00:13:38,2,2.34,1,N,234,148,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,167,14.470370370370368,1.9288888888888889,10.901064966201616,0.2,1,thursday,0,0,0,1,oct
169,30653079,2,2017-04-15 12:08:51,2017-04-15 12:27:40,6,2.84,1,N,239,90,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,169,21.62666666666667,3.634,16.384377149138214,0.2,1,saturday,0,1,0,0,apr
171,60365918,1,2017-07-15 22:34:32,2017-07-15 23:02:01,1,3.9,1,N,230,158,1,19.0,0.5,0.5,0.0,0.0,0.3,20.3,171,18.343333333333334,3.176,14.554871214959814,0.0,0,saturday,0,0,0,1,jul
173,32275680,1,2017-04-20 07:13:18,2017-04-20 07:29:07,1,3.3,1,N,100,236,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,173,22.041666666666664,3.3375,15.908801080015024,0.199,0,thursday,1,0,0,0,apr
175,69354084,1,2017-08-16 18:31:15,2017-08-16 18:37:37,1,1.4,1,N,186,50,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95,175,11.204444444444444,1.6226666666666667,9.467141350073808,0.199,0,wednesday,0,0,1,0,aug
177,50025355,2,2017-06-13 19:04:30,2017-06-13 19:09:05,3,0.47,1,N,161,161,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,177,6.574999999999999,0.5097916666666666,5.891795188476588,0.2,1,tuesday,0,0,1,0,jun
178,58203678,2,2017-07-08 14:42:21,2017-07-08 15:00:29,3,2.3,1,N,142,186,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,178,14.74,1.8606666666666667,10.862422610786094,0.2,1,saturday,0,1,0,0,jul
179,109812389,2,2017-12-27 17:40:19,2017-12-27 18:01:03,1,8.32,1,N,138,116,1,25.5,1.0,0.5,5.0,5.76,0.3,38.06,179,22.700000000000003,8.015,25.30404099721161,0.151,0,wednesday,0,0,1,0,dec
180,8149506,2,2017-02-03 20:40:17,2017-02-03 20:44:15,2,0.95,1,N,161,237,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82,180,8.365454545454545,1.0229090909090908,7.391931665327434,0.15,0,friday,0,0,0,1,feb
181,1731352,2,2017-01-20 19:57:42,2017-01-20 20:05:12,1,0.66,1,N,100,186,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,181,5.765873015873016,0.6404761904761904,5.882289631549021,0.128,0,friday,0,0,1,0,jan
182,49136402,1,2017-06-07 22:52:36,2017-06-07 23:07:32,1,3.8,1,N,186,13,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,182,19.33809523809524,3.8207142857142857,16.117265637134818,0.199,0,wednesday,0,0,0,1,jun
183,36994607,1,2017-05-01 22:09:25,2017-05-01 22:22:08,1,2.4,1,N,239,262,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35,183,14.46794871794872,2.2423076923076923,11.612706982301418,0.248,1,monday,0,0,0,1,may
184,43435021,2,2017-05-15 08:22:26,2017-05-15 08:57:04,2,4.24,1,N,43,186,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,184,17.337037037037035,2.4455555555555555,12.730677967537876,0.2,1,monday,1,0,0,0,may
186,92139496,1,2017-10-31 22:24:38,2017-10-31 22:46:52,1,2.4,1,N,79,186,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55,186,14.468055555555557,2.02,11.169722059068585,0.199,0,tuesday,0,0,0,1,oct
188,70629213,1,2017-08-21 12:40:25,2017-08-21 13:12:31,3,15.2,1,N,264,264,1,42.5,0.0,0.5,5.0,0.0,0.3,48.3,188,15.618772563176892,3.1915162454873647,13.86958054567812,0.115,0,monday,0,1,0,0,aug
189,46127698,1,2017-05-29 21:48:43,2017-05-29 21:57:47,2,2.5,1,N,234,231,1,9.5,0.5,0.5,1.5,0.0,0.3,12.3,189,16.065833333333334,2.375,12.345122763590563,0.139,0,monday,0,0,0,1,may
190,75002196,2,2017-09-07 08:10:12,2017-09-07 08:15:38,1,0.99,1,N,79,249,1,6.0,0.0,0.5,3.0,0.0,0.3,9.8,190,10.40378787878788,1.3713636363636363,8.633103433370469,0.441,1,thursday,1,0,0,0,sep
191,83762805,1,2017-10-05 18:49:25,2017-10-05 19:01:35,2,2.2,1,N,50,239,1,10.5,1.0,0.5,1.6,0.0,0.3,13.9,191,6.785714285714286,1.5571428571428572,8.125497340955231,0.13,0,thursday,0,0,1,0,oct
192,77753688,1,2017-09-15 19:17:58,2017-09-15 19:54:54,2,3.3,1,N,229,68,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55,192,27.57777777777778,2.8633333333333333,16.530907976182604,0.2,1,friday,0,0,1,0,sep
194,18619229,2,2017-03-05 19:53:21,2017-03-05 19:55:53,1,0.43,1,N,249,158,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76,194,4.929166666666666,0.6591666666666667,5.686036639583167,0.2,1,sunday,0,0,1,0,mar
196,4925500,1,2017-01-25 18:33:16,2017-01-25 18:55:51,1,3.2,1,N,162,239,1,16.0,1.0,0.5,2.0,0.0,0.3,19.8,196,17.068055555555556,2.9066666666666667,13.66225242860028,0.112,0,wednesday,0,0,1,0,jan
197,68488132,2,2017-08-13 10:01:30,2017-08-13 10:22:20,6,10.01,1,N,237,138,1,29.0,0.0,0.5,8.89,5.76,0.3,44.45,197,32.255,9.065,30.17331874184348,0.25,1,sunday,0,1,0,0,aug
198,35665572,1,2017-04-11 16:13:04,2017-04-11 16:18:29,1,0.8,1,N,151,238,1,6.0,1.0,0.5,2.3,0.0,0.3,10.1,198,4.407051282051282,0.6869230769230769,5.705445342447783,0.295,1,tuesday,0,0,1,0,apr
199,4586103,2,2017-01-24 18:03:38,2017-01-24 18:09:15,1,1.35,1,N,231,249,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8,199,7.579411764705882,1.5394117647058825,8.17979199130857,0.128,0,tuesday,0,0,1,0,jan
203,45904750,1,2017-05-28 21:33:34,2017-05-28 21:41:22,1,2.1,1,N,24,142,1,8.5,0.5,0.5,1.25,0.0,0.3,11.05,203,10.533333333333331,2.1,10.231084389701744,0.128,0,sunday,0,0,0,1,may
204,61756426,2,2017-07-20 17:31:40,2017-07-20 17:52:46,1,0.78,1,N,161,163,1,13.0,1.0,0.5,2.96,0.0,0.3,17.76,204,9.983333333333334,0.7276315789473684,7.232938164670699,0.2,1,thursday,0,0,1,0,jul
205,57809978,2,2017-07-07 05:23:56,2017-07-07 05:26:24,5,0.74,1,N,237,140,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,205,7.353225806451612,0.9587096774193548,7.047709014155304,0.2,1,friday,0,0,0,1,jul
206,101385456,2,2017-11-30 21:06:14,2017-11-30 21:14:01,4,0.99,1,N,230,164,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,206,10.923015873015872,1.2128571428571429,8.528328781578363,0.12,0,thursday,0,0,0,1,nov
208,97847836,2,2017-11-18 10:33:09,2017-11-18 10:45:24,6,2.21,1,N,186,211,1,10.5,0.0,0.5,1.7,0.0,0.3,13.0,208,15.125925925925925,2.0733333333333333,11.46012121596173,0.15,0,saturday,0,1,0,0,nov
209,5585683,1,2017-01-27 14:58:47,2017-01-27 15:15:53,3,1.9,1,N,113,231,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3,209,10.735185185185186,1.7366666666666668,9.60749535650612,0.15,0,friday,0,1,0,0,jan
210,53780951,2,2017-06-24 07:02:13,2017-06-24 07:09:00,1,1.32,1,N,48,164,1,7.0,0.0,0.5,1.1,0.0,0.3,8.9,210,12.832291666666666,1.34375,9.255796749483732,0.141,0,saturday,1,0,0,0,jun
212,64353574,2,2017-07-29 13:22:34,2017-07-29 13:49:07,1,4.93,1,N,114,236,1,20.0,0.0,0.5,2.0,0.0,0.3,22.8,212,26.34166666666667,4.565,19.44516021528456,0.096,0,saturday,0,1,0,0,jul
213,99005326,1,2017-11-22 01:15:43,2017-11-22 01:23:38,1,1.4,1,N,125,231,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,213,7.257407407407407,1.007777777777778,7.140292508007757,0.199,0,wednesday,0,0,0,1,nov
214,55997232,2,2017-06-09 16:47:06,2017-06-09 17:14:38,1,2.52,1,N,236,161,1,18.0,1.0,0.5,3.96,0.0,0.3,23.76,214,17.365555555555556,1.9633333333333332,11.755598817776496,0.2,1,friday,0,0,1,0,jun
216,8807999,2,2017-02-05 17:46:38,2017-02-05 17:57:53,1,1.5,1,N,170,113,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,216,11.068888888888887,1.7333333333333334,9.540046119069878,0.108,0,sunday,0,0,1,0,feb
217,85776361,2,2017-10-12 08:42:25,2017-10-12 08:57:22,1,1.36,1,N,140,237,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,217,7.737984496124032,0.9748837209302326,7.099053424924517,0.2,1,thursday,1,0,0,0,oct
218,42385863,2,2017-05-12 08:52:40,2017-05-12 09:09:29,1,1.52,1,N,164,163,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,218,10.455555555555556,1.38,8.66476076644253,0.2,1,friday,1,0,0,0,may
220,95620783,2,2017-11-11 13:39:55,2017-11-11 14:53:05,1,13.61,1,N,132,181,1,55.0,0.0,0.5,11.16,0.0,0.3,66.96,220,42.69761904761905,17.358571428571427,49.50463792433902,0.2,1,saturday,0,1,0,0,nov
222,21011777,1,2017-03-13 15:40:17,2017-03-13 15:48:35,1,1.1,1,N,186,68,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,222,6.94,0.8345,6.70640579395591,0.199,0,monday,0,1,0,0,mar
223,60404871,2,2017-07-16 01:33:20,2017-07-16 01:38:08,1,1.29,1,N,163,164,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,223,10.688541666666666,1.513125,8.995071606653237,0.2,1,sunday,0,0,0,1,jul
226,93428133,1,2017-11-04 19:29:21,2017-11-04 19:37:57,1,1.0,1,N,164,113,1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,226,7.5125,1.284166666666667,7.762268854746736,0.199,0,saturday,0,0,1,0,nov
227,77252083,1,2017-09-14 10:57:36,2017-09-14 11:08:46,1,1.3,1,N,237,142,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,227,10.807142857142855,1.395,8.9025724228454,0.199,0,thursday,0,1,0,0,sep
228,42880449,1,2017-05-13 14:01:05,2017-05-13 14:05:15,1,0.7,1,N,234,170,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8,228,9.357051282051282,1.0263461538461538,7.763242502434951,0.0,0,saturday,0,1,0,0,may
229,83746492,1,2017-10-05 17:05:41,2017-10-05 17:13:12,2,1.1,1,N,246,230,1,7.0,1.0,0.5,2.0,0.0,0.3,10.8,229,11.078070175438596,1.5231578947368425,9.25563848280016,0.227,1,thursday,0,0,1,0,oct
230,85346238,2,2017-10-10 20:17:38,2017-10-10 20:24:12,1,1.24,1,N,48,246,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,230,8.928455284552845,1.3051219512195122,8.089376422387598,0.2,1,tuesday,0,0,0,1,oct
231,23471727,2,2017-03-21 11:24:31,2017-03-21 11:49:47,1,8.18,1,N,87,75,1,26.0,0.0,0.5,5.36,0.0,0.3,32.16,231,25.266666666666666,8.18,26.349131811039317,0.2,1,tuesday,0,1,0,0,mar
232,17894773,2,2017-03-04 01:13:55,2017-03-04 01:25:26,1,1.7,1,N,114,13,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8,232,10.0,1.9,9.573884952669545,0.093,0,saturday,0,0,0,1,mar
233,103523373,2,2017-12-07 10:30:16,2017-12-07 10:40:06,1,1.36,1,N,68,158,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,233,8.052083333333334,1.273125,7.7810440653878095,0.2,1,thursday,0,1,0,0,dec
235,98579619,2,2017-11-20 17:03:01,2017-11-20 17:13:08,1,1.25,1,N,142,237,1,8.0,1.0,0.5,1.96,0.0,0.3,11.76,235,10.10777777777778,1.3573333333333333,8.522536404265557,0.2,1,monday,0,0,1,0,nov
236,72512970,2,2017-08-28 15:04:32,2017-08-28 15:19:07,1,1.42,1,N,161,50,1,10.5,0.0,0.5,2.82,0.0,0.3,14.12,236,10.895238095238096,1.36,8.747606833396617,0.25,1,monday,0,1,0,0,aug
239,108077328,1,2017-12-20 19:15:56,2017-12-20 19:25:36,1,2.3,1,N,50,238,1,10.0,1.0,0.5,2.3,0.0,0.3,14.1,239,9.1125,2.025,9.685112901207416,0.195,0,wednesday,0,0,1,0,dec
240,82727537,2,2017-10-02 10:17:30,2017-10-02 10:25:56,1,1.15,1,N,186,50,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,240,11.204444444444444,1.6226666666666667,9.357339046156609,0.2,1,monday,0,1,0,0,oct
242,67332929,2,2017-08-09 08:32:09,2017-08-09 09:31:11,1,15.89,1,N,138,87,1,53.0,0.0,0.5,10.0,5.76,0.3,69.56,242,44.28472222222222,13.8125,42.88093964350588,0.168,0,wednesday,1,0,0,0,aug
244,16208806,2,2017-02-28 17:40:20,2017-02-28 17:55:25,1,1.46,1,N,237,164,1,10.5,1.0,0.5,3.69,0.0,0.3,15.99,244,12.810714285714283,1.8914285714285717,10.341188937870587,0.3,1,tuesday,0,0,1,0,feb
249,96441112,2,2017-11-14 07:32:28,2017-11-14 08:22:59,1,15.48,1,N,138,88,1,45.0,0.0,0.5,8.0,5.76,0.3,59.56,249,64.31666666666666,15.393333333333333,51.62153234948652,0.155,0,tuesday,1,0,0,0,nov
254,21230173,2,2017-03-14 17:21:47,2017-03-14 17:26:40,1,1.74,1,N,262,74,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56,254,10.673809523809524,2.1242857142857146,10.208881298894822,0.2,1,tuesday,0,0,1,0,mar
256,36248435,2,2017-04-29 13:26:16,2017-04-29 13:37:35,1,2.06,1,N,24,75,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,256,9.870833333333334,1.8025,9.343540466304283,0.2,1,saturday,0,1,0,0,apr
258,99370151,2,2017-11-23 13:53:43,2017-11-23 14:03:20,1,0.51,1,N,158,114,1,7.5,0.0,0.5,0.0,0.0,0.3,8.3,258,10.95,1.1538461538461535,8.35206586445485,0.0,0,thursday,0,1,0,0,nov
259,4650405,2,2017-01-24 21:08:02,2017-01-24 21:16:46,1,1.65,1,N,161,137,1,8.0,0.5,0.5,0.0,0.0,0.3,9.3,259,12.17962962962963,1.5422222222222222,9.469173982738264,0.0,0,tuesday,0,0,0,1,jan
264,43937108,2,2017-05-20 19:43:58,2017-05-20 19:51:43,1,1.36,1,N,142,238,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96,264,7.65625,1.44875,8.020564460666519,0.2,1,saturday,0,0,1,0,may
267,12583897,2,2017-02-17 10:59:41,2017-02-17 11:11:47,1,2.15,1,N,263,229,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,267,11.473333333333333,1.9245,10.033871206198556,0.2,1,friday,0,1,0,0,feb
268,19559304,2,2017-03-08 16:00:15,2017-03-08 16:07:11,1,0.67,1,N,170,186,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8,268,12.48279569892473,1.0045161290322582,8.482237811804833,0.128,0,wednesday,0,0,1,0,mar
272,19343693,1,2017-03-07 23:51:39,2017-03-07 23:57:50,1,2.1,1,N,264,264,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,272,15.618772563176892,3.1915162454873647,13.825449693673685,0.199,0,tuesday,0,0,0,1,mar
273,65108640,2,2017-08-01 11:23:05,2017-08-01 11:47:02,1,2.16,1,N,162,234,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56,273,11.307619047619047,1.4788571428571429,9.099548350219507,0.2,1,tuesday,0,1,0,0,aug
274,23558531,1,2017-03-21 16:37:30,2017-03-21 16:47:24,1,1.4,1,N,114,90,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8,274,9.476470588235294,1.3199999999999998,8.381762153446743,0.102,0,tuesday,0,0,1,0,mar
275,32548252,2,2017-04-28 21:06:17,2017-04-28 21:28:11,1,4.33,1,N,162,74,1,18.0,0.5,0.5,5.79,0.0,0.3,25.09,275,16.016666666666666,4.065,15.567365873290768,0.3,1,friday,0,0,0,1,apr
276,2335254,2,2017-01-09 19:56:06,2017-01-09 20:28:06,1,16.48,1,N,132,256,1,45.5,1.0,0.5,9.46,0.0,0.3,56.76,276,43.65,17.224,49.50224464459161,0.2,1,monday,0,0,1,0,jan
277,107267738,1,2017-12-18 10:09:30,2017-12-18 10:34:21,1,4.9,1,N,170,87,1,21.5,0.0,0.5,4.45,0.0,0.3,26.75,277,18.02,5.024,18.147332829630592,0.2,1,monday,0,1,0,0,dec
278,17867190,2,2017-03-03 23:48:26,2017-03-04 00:01:25,1,2.81,1,N,170,236,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3,278,15.94097222222222,2.4779166666666668,12.383502402813354,0.15,0,friday,0,0,0,1,mar
279,10786171,1,2017-02-13 21:13:32,2017-02-13 21:25:26,1,2.4,1,N,263,48,1,11.0,0.5,0.5,0.0,0.0,0.3,12.3,279,17.033333333333335,2.9633333333333334,13.765487834738842,0.0,0,monday,0,0,0,1,feb
280,51426675,1,2017-06-17 17:50:21,2017-06-17 17:52:15,2,0.6,1,N,141,141,1,4.0,0.0,0.5,1.4,0.0,0.3,6.2,280,4.561274509803922,0.8211764705882354,6.038089939009162,0.292,1,saturday,0,0,1,0,jun
282,91558148,2,2017-10-29 23:07:52,2017-10-29 23:26:13,1,6.0,1,N,48,116,1,19.5,0.5,0.5,3.0,0.0,0.3,23.8,282,18.29523809523809,6.087142857142857,20.23297207007813,0.144,0,sunday,0,0,0,1,oct
283,113080439,2,2017-01-06 20:29:21,2017-01-06 20:34:10,1,0.61,1,N,107,137,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,283,4.494736842105263,0.6828947368421052,5.61208574386754,0.2,1,friday,0,0,0,1,jan
284,30547852,2,2017-04-15 00:40:14,2017-04-15 00:55:17,4,2.0,1,N,234,148,1,11.0,0.5,0.5,2.0,0.0,0.3,14.3,284,14.470370370370368,1.9288888888888889,10.945195818206054,0.163,0,saturday,0,0,0,1,apr
286,105767060,2,2017-12-13 22:31:09,2017-12-13 22:47:16,3,2.24,1,N,163,68,1,12.5,0.5,0.5,2.0,0.0,0.3,15.8,286,15.786363636363635,2.260909090909091,11.95203401991107,0.145,0,wednesday,0,0,0,1,dec
287,65418213,1,2017-08-02 12:33:00,2017-08-02 12:50:03,1,1.9,1,N,230,234,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0,287,11.968,1.7356,9.90528008305545,0.25,1,wednesday,0,1,0,0,aug
292,83051810,2,2017-10-03 13:29:14,2017-10-03 13:37:17,1,1.21,1,N,163,237,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,292,5.8568181818181815,0.7531818181818182,6.13226942884775,0.2,1,tuesday,0,1,0,0,oct
293,44593620,1,2017-05-24 14:00:28,2017-05-24 14:18:00,2,4.4,1,N,137,231,1,18.0,0.0,0.5,3.38,0.0,0.3,22.18,293,18.4,3.3175,14.874731769661969,0.18,0,wednesday,0,1,0,0,may
294,28216074,2,2017-04-05 19:39:54,2017-04-05 19:44:19,1,0.54,1,N,161,229,1,4.5,1.0,0.5,1.0,0.0,0.3,7.3,294,9.007894736842106,1.0142105263157897,7.531817317488387,0.159,0,wednesday,0,0,1,0,apr
295,74883372,2,2017-09-06 19:59:31,2017-09-06 20:21:27,5,7.32,1,N,237,88,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,295,20.866666666666667,7.41,23.67503104468474,0.2,1,wednesday,0,0,1,0,sep
297,65050769,2,2017-08-01 07:47:52,2017-08-01 08:03:28,1,2.81,1,N,249,161,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,297,18.87727272727273,2.562727272727273,13.37194539928728,0.2,1,tuesday,1,0,0,0,aug
298,107152846,2,2017-12-17 20:29:26,2017-12-17 20:35:37,2,0.92,1,N,79,68,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,298,13.63888888888889,2.1383333333333336,11.086404557837646,0.2,1,sunday,0,0,0,1,dec
299,2478213,1,2017-01-10 10:12:25,2017-01-10 10:28:11,1,1.9,1,N,229,43,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35,299,16.8625,2.275,12.346102860534762,0.199,0,tuesday,0,1,0,0,jan
302,7909699,2,2017-02-03 08:14:02,2017-02-03 08:15:45,1,0.24,1,N,236,236,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,302,4.19469696969697,0.5816363636363636,5.326566041625259,0.2,1,friday,1,0,0,0,feb
303,34288229,2,2017-04-25 17:40:53,2017-04-25 18:01:05,1,1.39,1,N,143,163,1,13.0,1.0,0.5,3.7,0.0,0.3,18.5,303,10.590909090909092,1.3118181818181818,8.566661115979517,0.25,1,tuesday,0,0,1,0,apr
304,112088891,1,2017-01-05 16:25:59,2017-01-05 16:55:08,1,3.5,1,N,114,141,1,19.5,1.0,0.5,2.0,0.0,0.3,23.3,304,23.683333333333334,3.9333333333333336,17.554317049798847,0.094,0,thursday,0,0,1,0,jan
305,55099978,2,2017-06-30 20:10:02,2017-06-30 20:18:07,1,0.84,1,N,113,79,1,7.0,0.5,0.5,2.08,0.0,0.3,10.38,305,6.505882352941177,0.7782352941176471,6.363330120574696,0.251,1,friday,0,0,0,1,jun
306,51408573,2,2017-06-17 16:39:27,2017-06-17 16:53:42,5,2.68,1,N,17,37,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,306,14.25,2.68,12.402576674156215,0.2,1,saturday,0,0,1,0,jun
307,25325395,2,2017-03-28 09:57:44,2017-03-28 10:26:35,2,10.91,1,N,138,182,1,32.5,0.0,0.5,7.81,5.76,0.3,46.87,307,24.75,10.29,30.43181894452165,0.2,1,tuesday,1,0,0,0,mar
309,53255660,1,2017-06-22 21:20:13,2017-06-22 21:31:04,1,1.4,1,N,162,170,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,309,5.777430555555555,0.8047916666666667,6.3227651524698185,0.199,0,thursday,0,0,0,1,jun
310,85738384,1,2017-10-12 05:36:49,2017-10-12 05:44:50,1,2.0,1,N,170,113,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,310,11.068888888888887,1.7333333333333334,9.64984842298708,0.199,0,thursday,0,0,0,1,oct
312,47927948,2,2017-06-03 12:46:06,2017-06-03 12:52:18,1,0.6,1,N,186,68,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,312,6.94,0.8345,6.596603490038708,0.2,1,saturday,0,1,0,0,jun
316,61694138,2,2017-07-20 13:21:55,2017-07-20 14:21:20,1,17.86,3,N,170,1,1,78.0,0.0,0.0,0.0,16.5,0.3,94.8,316,38.95555555555556,16.876666666666665,47.50000173298308,0.0,0,thursday,0,1,0,0,jul
317,29265145,1,2017-04-08 15:57:56,2017-04-08 16:11:44,3,1.7,1,N,48,142,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5,317,6.738709677419355,1.042258064516129,7.108382862851135,0.25,1,saturday,0,1,0,0,apr
320,30717696,2,2017-04-15 16:05:24,2017-04-15 16:19:30,1,1.42,1,N,162,237,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,320,8.020416666666666,1.00275,7.23340359649499,0.093,0,saturday,0,0,1,0,apr
321,79748125,1,2017-09-22 17:23:18,2017-09-22 17:28:41,1,0.9,1,N,238,24,1,6.0,1.0,0.5,1.2,0.0,0.3,9.0,321,4.648148148148149,0.9511111111111112,6.299202044765028,0.154,0,friday,0,0,1,0,sep
325,32334816,1,2017-04-20 10:15:54,2017-04-20 10:23:19,1,0.4,1,N,236,236,1,6.0,0.0,0.5,0.34,0.0,0.3,7.14,325,4.19469696969697,0.5816363636363636,5.436368345542461,0.05,0,thursday,0,1,0,0,apr
327,70254362,2,2017-08-19 21:35:15,2017-08-19 21:45:17,1,1.7,1,N,234,144,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,327,12.016666666666666,1.6224999999999998,9.583673505769465,0.2,1,saturday,0,0,0,1,aug
328,72377277,2,2017-08-27 22:13:17,2017-08-27 22:23:12,1,2.19,1,N,239,48,1,10.0,0.5,0.5,2.82,0.0,0.3,14.12,328,12.531159420289857,1.683478260869565,9.848770301957224,0.25,1,sunday,0,0,0,1,aug
330,53029531,2,2017-06-22 10:34:30,2017-06-22 10:47:22,1,1.0,1,N,113,234,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,330,6.4750000000000005,0.8635714285714285,6.524769629218057,0.2,1,thursday,0,1,0,0,jun
331,12984073,1,2017-02-18 14:34:19,2017-02-18 14:48:50,1,2.5,1,N,246,249,1,12.5,0.0,0.5,3.95,0.0,0.3,17.25,331,9.857142857142858,1.487142857142857,8.821078502951114,0.297,1,saturday,0,1,0,0,feb
332,104395154,2,2017-12-09 17:07:31,2017-12-09 17:28:55,1,3.42,1,N,79,141,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56,332,17.39047619047619,3.2785714285714285,14.383559704910166,0.2,1,saturday,0,0,1,0,dec
334,47810144,2,2017-06-03 02:28:59,2017-06-03 02:42:01,1,2.42,1,N,148,90,1,11.5,0.5,0.5,1.0,0.0,0.3,13.8,334,12.879166666666666,2.23,11.034997017544312,0.078,0,saturday,0,0,0,1,jun
336,97653265,2,2017-11-17 19:01:30,2017-11-17 19:05:10,1,0.64,1,N,236,236,1,4.5,1.0,0.5,1.26,0.0,0.3,7.56,336,4.19469696969697,0.5816363636363636,5.326566041625259,0.2,1,friday,0,0,1,0,nov
337,111390998,1,2017-01-15 11:45:27,2017-01-15 11:56:34,1,2.0,1,N,238,263,1,10.0,0.0,0.5,2.15,0.0,0.3,12.95,337,12.101515151515152,1.8090909090909089,10.08899278665068,0.199,0,sunday,0,1,0,0,jan
338,100712230,2,2017-11-28 19:07:53,2017-11-28 19:21:56,5,1.97,1,N,233,140,1,10.5,1.0,0.5,3.08,0.0,0.3,15.38,338,12.0125,1.7175,9.860088406270728,0.25,1,tuesday,0,0,1,0,nov
340,661848,2,2017-01-03 09:24:51,2017-01-03 09:38:13,1,1.77,1,N,107,144,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,340,13.197916666666668,1.61625,9.900869562179272,0.093,0,tuesday,1,0,0,0,jan
341,1684732,1,2017-01-20 17:48:11,2017-01-20 18:27:15,1,8.6,1,N,138,236,1,31.0,1.0,0.5,7.65,5.54,0.3,45.99,341,28.46212121212121,8.83,28.64600849146923,0.2,1,friday,0,0,1,0,jan
342,21295462,1,2017-03-15 06:53:06,2017-03-15 06:59:47,1,1.0,1,N,230,161,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,342,7.965591397849463,0.6854838709677419,6.695657932479678,0.199,0,wednesday,1,0,0,0,mar
343,31844506,1,2017-04-18 22:30:15,2017-04-18 22:32:30,1,0.9,1,N,75,74,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8,343,4.945555555555556,1.1286666666666667,6.736032120245586,0.0,0,tuesday,0,0,0,1,apr
